Author,Editor,Title,Journal,Publication Date,Electronic Date,PubMedID,PMC ID,Branch
"Wada K, Kuboyama K, Abe SK, Rahman MS, Islam MR, Saito E, Nagata C, Sawada N, Tamakoshi A, Shu XO, Sakata R, Hozawa A, Kanemura S, Ito H, Sugawara Y, Park SK, Kweon SS, Ono A, Kimura T, Wen W, Oze I, Shin MH, Shin A, Kim J, Lee JE, Matsuo K, Rothman N, Qiao YL, Zheng W, Boffetta P, Inoue M",,Body mass index and breast cancer risk in premenopausal and postmenopausal East Asian women: a pooled analysis of 13 cohort studies.,Breast Cancer Res,2024 Nov 14,2024 Nov 14,39543702,PMC11566150,TDRP/OEEB
"Giaccherini M, Clay-Gilmour AI, Liotti R, Macauda A, Gentiluomo M, Brown EE, Machiela MJ, Chanock SJ, Hildebrandt MAT, Norman AD, Manasanch E, Rajkumar SV, Hofmann JN, Berndt SI, Bhatti P, Giles GG, Ziv E, Kumar SK, Camp NJ, Cozen W, Slager SL, Canzian F, Gemignani F, Vachon CM, Campa D",,"Genetically determined telomere length in monoclonal gammopathy of undetermined significance, multiple myeloma risk and outcome.",Blood Cancer J,2024 Nov 11,2024 Nov 11,39528488,PMC11554786,"OD, OD/LGS, TDRP/ITEB, TDRP/OEEB"
"Hao Y, Baker A, Reid G, Luo J, Hilbush B, Otero M, Streck C, Fink K, Snipes G, Mickey B, Sloan A, Barnholtz-Sloan J, Berens M",,Spatial Transcriptomics Enables Statistical Modeling of Sex Difference in Gene Co-Expression Network and Immune Landscape of Glioblastoma,Neuro-Oncology,2024 Nov 11,,,,TDRP
"Walsh K, Price M, Raleigh D, Kruchko C, Barnholtz-Sloan J, Ostrom Q",,The Increased Risk of Meningioma among Individuals Who are Non-Hispanic Black is Magnified among Males and among Those Diagnosed with Grade 2-3 Tumors,Neuro-Oncology,2024 Nov 11,,,,TDRP
"Chen T, Pham G, Fox L, Adler N, Wang X, Zhang J, Byun J, Han Y, Saunders GRB, Liu D, Bray MJ, Ramsey AT, McKay J, Bierut LJ, Amos CI, Hung RJ, Lin X, Zhang H, Chen LS",,Genomic insights for personalised care in lung cancer and smoking cessation: motivating at-risk individuals toward evidence-based health practices.,EBioMedicine,2024 Nov 8,2024 Nov 8,39520911,PMC11583727,"OD/CGR, TDRP/BB"
"Lim J, Hubbard AK, Blechter B, Shi J, Zhou W, Loftfield E, Machiela MJ, Wong JYY",,Associations Between Mosaic Loss of Sex Chromosomes and Incident Hospitalization for Atrial Fibrillation in the United Kingdom.,J Am Heart Assoc,2024 Nov 19,2024 Nov 7,39508149,,"OD/CGR, TDRP/BB, TDRP/ITEB, TDRP/MEB, TDRP/OEEB"
"Luo Q, Horner MJ, Haas CB, McGee-Avila JK, Pfeiffer RM, Engels EA, Pawlish K, Monterosso A, Riedel DJ, Wu XC, Gonsalves L, Speers S, Cohen C, Shiels MS",,Differences in Trends in Cancer Incidence Rates Among People with HIV during 2001-2019 By Race and Ethnicity and By Risk Group in the United States.,Clin Infect Dis,2024 Nov 7,2024 Nov 7,39509333,,"TDRP, TDRP/BB, TDRP/IIB"
"Hendricks RM, Kim J, Haley JS, Ramos ML, Mirshahi UL, Carey DJ, Stewart DR, McReynolds LJ",,Genome-first determination of the prevalence and penetrance of eight germline myeloid malignancy predisposition genes: a study of two population-based cohorts.,Leukemia,2024 Nov 6,2024 Nov 6,39501104,,"TDRP/BB, TDRP/CGB"
"Landry AP, Wang JZ, Patil V, Gui C, Yasin M, Patel Z, Yakubov R, Kaloti R, Habibi P, Wilson M, Ajisebutu A, Ellenbogen Y, Wei Q, Singh O, Sosa J, Mansouri S, Wilson C, Cohen-Gadol AA, Virtanen P, Burket N, Blackwell M, Koenig J, Alfonso A, Davis J, Zaazoue MA, Tabatabai G, Tatagiba M, Behling F, Barnholtz-Sloan JS, Sloan AE, Chotai S, Chambless LB, Mansouri A, Ehret F, Capper D, Tsang DS, Aldape K, Gao A, International Consortium on Meningiomas (ICOM), Nassiri F, Zadeh G",,Validation and next-generation update of a DNA methylation-based recurrence predictor for meningioma: a multicenter prospective study.,Neuro Oncol,2024 Nov 6,2024 Nov 6,39503370,,TDRP
"Srinivasan S, Kryza T, Bock N, Tse BWC, Sokolowski KA, Janaththani P, Fernando A, Moya L, Stephens C, Dong Y, Röhl J, Alinezhad S, Vela I, Perry-Keene JL, Buzacott K, Nica R, IMPACT Study, Gago-Dominguez M, PROFILE Study Steering Committee, Schleutker J, Maier C, Muir K, Tangen CM, Gronberg H, Pashayan N, Albanes D, Wolk A, Stanford JL, Berndt SI, Mucci LA, Koutros S, Cussenot O, Sorensen KD, Grindedal EM, Travis RC, Haiman CA, MacInnis RJ, Vega A, Wiklund F, Neal DE, Kogevinas M, Penney KL, Nordestgaard BG, Brenner H, John EM, Gamulin M, Claessens F, Melander O, Dahlin A, Stattin P, Hallmans G, Häggström C, Johansson R, Thysell E, Rönn AC, Li W, Brown N, Dimeski G, Shepherd B, Dadaev T, Brook MN, Spurdle AB, Stenman UH, Koistinen H, Kote-Jarai Z, Klein RJ, Lilja H, Ecker RC, Eeles R, Practical Consortium, Australian Prostate Cancer BioResource, Clements J, Batra J",,A PSA SNP associates with cellular function and clinical outcome in men with prostate cancer.,Nat Commun,2024 Nov 6,2024 Nov 6,39505858,PMC11541583,"OD, OD/LGS, TDRP, TDRP/BB, TDRP/ITEB, TDRP/MEB, TDRP/OEEB, TDRP/REB"
"Florez-Vargas O, Ho M, Hogshead M, Lee CH, Papenberg BW, Forsythe K, Jones K, Luo W, Teshome K, Blauwendraat C, Billingsley KJ, Kolmogorov M, Meredith M, Paten B, Chari R, Zhang C, Schneekloth JS, Machiela MJ, Chanock SJ, Gadalla S, Savage SA, Mbulaiteye SM, Prokunina-Olsson L",,Genetic regulation of <i>TERT</i> splicing contributes to reduced or elevated cancer risk by altering cellular longevity and replicative potential.,medRxiv,2024 Nov 5,2024 Nov 5,39802763,PMC11722454,"OD, OD/CGR, OD/LGS, TDRP/CGB, TDRP/IIB, TDRP/ITEB, TDRP/LTG"
"Garcia-Robledo J, Quintero H, Castro D, Beltran B, Enriquez D, Vasquez J, Roche C, Artiles D, Valvert F, Martinez L, Pereira J, Oliver A, Tavarez J, Brasil S, Cecyn K, Castro N, Baptista R, Medina S, Borducchi D, Bellesso M, De Farias D, Gonzaga Y, Korin L, Pereyra P, Pena C, Roa M, Viera M, Meza K, Von Glasenapp S, Quiroz A, Samanez-Figari C, Jimenez R, Paredes S, Fischer T, Trabolsi A, Schatz J, Iyer S, Nair R, Saul E, Bermack C, Castillo J, De Souza C, Miranda E, Valcarcel B, Chiattone C, Castillo L",,"Clinical Features, Therapy Patterns and Survival Outcomes of Limited-Stage Peripheral T-Cell Lymphomas: A Cross-Continental Study",Blood,2024 Nov 5,,,,TDRP/REB
"Janakiram NB, Clarke MA, Kai M, Wallace TA, Russo S, Hecht TT, Kohn EC, Heckman-Stoddard B",,The Diverse Aspects of Uterine Serous Cancer: An NCI workshop on the status of and opportunities for advancement of research.,J Natl Cancer Inst,2024 Nov 5,2024 Nov 5,39499157,,TDRP/CGB
"Joseph V, Clay-Gilmour A I, Park H, Breeze C, Sucheston-Campbell L, Arias J, Waller R, Gueler M, Nieters A, Smedby K, Davidsson O, Wang S, Lan Q, Hjalgrim H, Slager S, Mckay J, Cerhan J, Berndt S, Rothman N",,Genome-Wide Meta-Analysis Identifies Multiple Germline Genetic Variants Associated with Increased Risk of Follicular Lymphoma,Blood,2024 Nov 5,,,,TDRP/OEEB
"Park H, Mcmaster M, Hunter Z, Clay-Gilmour A I, Sucheston-Campbell L, Breeze C, Arias J, Davidsson O, Smith-Byrne K, Gueler M, Birmann B, Hofmann J, Brown E, D'Sa S, Dumontet C, Rothman N, Hjalgrim H, Cerhan J, Slager S, Joseph V, Mckay J, Treon S, Berndt S",,Expanded Genome-Wide Association Study (GWAS) Identies Nine Novel Germline Risk Loci for WaldenströmMacroglobulinemia (WM) and Lymphoplasmacytic Lymphoma (LPL),Blood,2024 Nov 5,,,,"TDRP/CGB, TDRP/OEEB"
"Watling CZ, Kelly RK, Watts EL, Graubard BI, Petrick JL, Matthews CE, McGlynn KA",,"Total testosterone, sex hormone-binding globulin, and free testosterone concentrations and risk of primary liver cancer: A prospective analysis of 200,000 men and 180,000 postmenopausal women.",Int J Cancer,2024 Nov 5,2024 Nov 5,39499225,,"TDRP/BB, TDRP/ITEB, TDRP/MEB"
"Stockdill ML, Vo JB, Celiku O, Kim Y, Karim Z, Vera E, Miller H, Gilbert MR, Armstrong TS",,Neighborhood disadvantage is associated with treatment access outcomes and survival among individuals with a primary brain tumor.,Neurooncol Pract,2025 Apr,2024 Nov 4,40110060,PMC11913656,TDRP/REB
"Zhu B, Tapinos A, Koka H, Yi Lee PM, Zhang T, Zhu W, Wang X, Klein A, Lee D, Tse GM, Tsang KH, Wu C, Hua M, Highfill CA, Lenz P, Zhou W, Wang D, Luo W, Jones K, Hutchinson A, Hicks B, Garcia-Closas M, Chanock S, Tse LA, Wedge DC, Yang XR",,Genomes and epigenomes of matched normal and tumor breast tissue reveal diverse evolutionary trajectories and tumor-host interactions.,Am J Hum Genet,2024 Dec 5,2024 Nov 3,39492056,PMC11639081,"OD, OD/CGR, OD/LGS, TDRP, TDRP/BB, TDRP/ITEB"
"Baxter-Lowe LA, Wang T, Kuxhausen M, Spellman SR, Maiers M, Lee S, Saultz J, Arrieta-Bolaños E, Gadalla SM, Bolon YT, Betts BC",,Novel Scoring System for Ranking Hematopoietic Stem Cell Transplantation.,Clin Transplant,2024 Nov,,39512128,,TDRP/CGB
"Campos NG, Lowy DR, de Sanjosé S, Schiffman M",,A cervical cancer control strategy for lower-resource settings: interventions to complement one-dose HPV vaccination.,J Natl Cancer Inst Monogr,2024 Nov 1,,39529525,,"TDRP, TDRP/CGB"
"Chen Z, Kim E, Davidsen T, Barnholtz-Sloan JS",,Usage of the National Cancer Institute Cancer Research Data Commons by Researchers: A Scoping Review of the Literature.,JCO Clin Cancer Inform,2024 Nov,2024 Nov 13,39536277,PMC11575903,TDRP
"Kreimer AR, Watson-Jones D, Kim JJ, Dull P",,Single-dose human papillomavirus vaccination: an update.,J Natl Cancer Inst Monogr,2024 Nov 1,,39529520,,TDRP/IIB
"Loftfield E, Moore SC, Mayne ST",,The critical need for a robust research agenda on ultra-processed food consumption and cancer risk.,PLoS Med,2024 Nov,2024 Nov 19,39561210,PMC11575814,TDRP/MEB
"Perrino MR, Das A, Scollon SR, Mitchell SG, Greer MC, Yohe ME, Hansford JR, Kalish JM, Schultz KAP, MacFarland SP, Kohlmann WK, Lupo PJ, Maxwell KN, Pfister SM, Weksberg R, Michaeli O, Jongmans MCJ, Tomlinson GE, Brzezinski J, Tabori U, Ney GM, Gripp KW, Gross AM, Widemann BC, Stewart DR, Woodward ER, Kratz CP",,"Update on Pediatric Cancer Surveillance Recommendations for Patients with Neurofibromatosis Type 1, Noonan Syndrome, CBL Syndrome, Costello Syndrome, and Related RASopathies.",Clin Cancer Res,2024 Nov 1,,39196581,PMC11530332,TDRP/CGB
"Porras C, Romero B, Kemp T, Fantin R, Herrero R, Hildesheim A, Ocampo R, Sierra MS, Gail MH, Schussler J, Schiller JT, Lowy DR, Pinto LA, Liu D, Kreimer AR, Costa Rica HPV Vaccine Trial Study Group",,HPV16/18 antibodies 16-years after single dose of bivalent HPV vaccination: Costa Rica HPV vaccine trial.,J Natl Cancer Inst Monogr,2024 Nov 1,,39529529,PMC11555268,"TDRP, TDRP/BB, TDRP/CGB, TDRP/IIB, TDRP/MEB"
"Roberti S, van Leeuwen FE, Diallo I, de Vathaire F, Schaapveld M, Leisenring WM, Howell RM, Armstrong GT, Moskowitz CS, Smith SA, Aleman BMP, Krul IM, Russell NS, Pfeiffer RM, Hauptmann M",,Prediction of breast cancer risk for adolescents and young adults with Hodgkin lymphoma.,J Natl Cancer Inst,2024 Nov 1,2024 Nov 1,39485483,,"TDRP/BB, TDRP/REB"
"Starrett GJ, Baikie BC, Stoff BK, Grossniklaus HE, Van Buren I, Berry EG, Novoa RA, Rieger KE, Sarin KY, Lynch CF, Royer MC, Piaskowski ML, Brownell I, Chu EY, Godse R, Chen SC, Yu KJ, Goldstein AM, Engels EA, Sargen MR",,Multiomics Profiling Distinguishes Sebaceous Carcinoma from Benign Sebaceous Neoplasms and Provides Insight into the Genetic Evolution of Sebaceous Carcinogenesis.,Clin Cancer Res,2024 Nov 1,,39287419,PMC11530307,"TDRP/CGB, TDRP/IIB"
"Xie S, Hofmann JN, Sampson JN, Josse PR, Madrigal JM, Chang VC, Deziel NC, Andreotti G, Keil AP, Ward MH, Beane Freeman LE, Friesen MC",,Quantitative measures of recent and lifetime agricultural pesticide use are associated with increased pesticide concentrations in house dust.,Environ Int,2024 Nov,2024 Nov 5,39541787,,"TDRP/BB, TDRP/OEEB"
"Young CD, Hubbard AK, Saint-Maurice PF, Chan ICC, Cao Y, Tran D, Bolton KL, Chanock SJ, Matthews CE, Moore SC, Loftfield E, Machiela MJ",,"Social, Behavioral, and Clinical Risk Factors Are Associated with Clonal Hematopoiesis.",Cancer Epidemiol Biomarkers Prev,2024 Nov 1,,39208031,PMC11530318,"OD, OD/LGS, TDRP/ITEB, TDRP/MEB"
"Borda V, Loesch DP, Guo B, Laboulaye R, Veliz-Otani D, French JN, Leal TP, Gogarten SM, Ikpe S, Gouveia MH, Mendes M, Abecasis GR, Alvim I, Arboleda-Bustos CE, Arboleda G, Arboleda H, Barreto ML, Barwick L, Bezzera MA, Blangero J, Borges V, Caceres O, Cai J, Chana-Cuevas P, Chen Z, Custer B, Dean M, Dinardo C, Domingos I, Duggirala R, Dieguez E, Fernandez W, Ferraz HB, Gilliland F, Guio H, Horta B, Curran JE, Johnsen JM, Kaplan RC, Kelly S, Kenny EE, Konkle BA, Kooperberg C, Lescano A, Lima-Costa MF, Loos RJF, Manichaikul A, Meyers DA, Naslavsky MS, Nickerson DA, North KE, Padilla C, Preuss M, Raggio V, Reiner AP, Rich SS, Rieder CR, Rienstra M, Rotter JI, Rundek T, Sacco RL, Sanchez C, Sankaran VG, Santos-Lobato BL, Schumacher-Schuh AF, Scliar MO, Silverman EK, Sofer T, Lasky-Su J, Tumas V, Weiss ST, Latin American Research Consortium on the Genetics of Parkinson’s Disease (LARGE-PD), National Institute of Neurological Disorders and Stroke (NINDS) Stroke Genetics Network (SiGN) Consortium, Trans-Omics for Precision Medicine (TOPMed) Population Genetics Working Group, Mata IF, Hernandez RD, Tarazona-Santos E, O'Connor TD",,Genetics of Latin American Diversity Project: Insights into population genetics and association studies in admixed groups in the Americas.,Cell Genom,2024 Nov 13,2024 Oct 31,39486408,PMC11605695,TDRP/LTG
"Rosa L, Cook P, Pfeiffer RM, Kemp TJ, Hildesheim A, Pehlivanoglu B, Adsay V, Bellolio E, Araya JC, Pinto L, Ferreccio C, Aguayo G, Viñuela E, Koshiol J",,Non-steroidal anti-inflammatory drug use and inflammatory markers associated with gallbladder dysplasia: A case-control analysis within a series of patients undergoing cholecystectomy.,Int J Cancer,2024 Oct 31,2024 Oct 31,39482824,,"TDRP/BB, TDRP/IIB"
"Tattenberg S, Shin J, Höhr C, Sung W",,Correlation of dynamic blood dose with clinical outcomes in radiotherapy for head-and-neck cancer.,Radiother Oncol,2024 Oct 30,2024 Oct 30,39481608,,TDRP/REB
"Qin F, Luo X, Lu Q, Cai B, Xiao F, Cai G",,Spatial pattern and differential expression analysis with spatial transcriptomic data.,Nucleic Acids Res,2024 Oct 29,2024 Oct 29,39470725,,TDRP/BB
"Savage SA, Bertuch AA, Team Telomere and the Clinical Care Consortium for Telomere_Associated Ailments (CCCTAA)",,Different phenotypes with different endings-Telomere biology disorders and cancer predisposition with long telomeres.,Br J Haematol,2024 Oct 27,2024 Oct 27,39462986,,"OD, TDRP/CGB"
"Bao R, Hutson A, Madabhushi A, Jonsson VD, Rosario SR, Barnholtz-Sloan JS, Fertig EJ, Marathe H, Harris L, Altreuter J, Chen Q, Dignam J, Gentles AJ, Gonzalez-Kozlova E, Gnjatic S, Kim E, Long M, Morgan M, Ruppin E, Valen DV, Zhang H, Vokes N, Meerzaman D, Liu S, Van Allen EM, Xing Y",,Ten challenges and opportunities in computational immuno-oncology.,J Immunother Cancer,2024 Oct 26,2024 Oct 26,39461879,PMC11529678,TDRP
"Afonso M, Bhawsar PMS, Saha M, Almeida JS, Oliveira AL",,Multiple Instance Learning for WSI: A comparative analysis of attention-based approaches.,J Pathol Inform,2024 Dec,2024 Oct 20,39717428,PMC11665302,"TDRP, TDRP/ITEB"
"Stefanaki I, D'Ecclesiis O, Vignati S, Gaeta A, Kypreou K, Caini S, Gandini S, Nagore E, Sera F, Botta F, Newton-Bishop J, Polsky D, Lazovich D, Kanetsky PA, Puig S, Gruis NA, Landi MT, Fargnoli MC, Stratigos A, Guida G, Ghiorzo P, Menin C, García-Borrón JC, Little J, Nan H, Raimondi S, M_SKIP study group",,Association of MC1R variants with melanoma risk and interaction with sun exposure: An M-SKIP project.,J Eur Acad Dermatol Venereol,2024 Oct 19,2024 Oct 19,39425518,,"TDRP, TDRP/ITEB"
"Melo MS, Lima SVMA, Dos Santos AD, Ribeiro CJN, Júnior PAB, Silva TKS, de Resende LT, Corrêa F, Migowski A, Schiffman M, Rodriguez AC, Ribeiro A, Raiol T",,"Temporal trends, spatial and spatiotemporal clusters of cervical cancer mortality in Brazil from 2000 to 2021.",Sci Rep,2024 Oct 18,2024 Oct 18,39424895,PMC11489809,"TDRP/CGB, TDRP/MEB"
"Price M, Neff C, Ballard C, Hsu H, Kruchko C, Barnholtz-Sloan J S, Ostrom Q T",,Association between Exposure to Air Pollution and Brain Tumor Incidence in the United States,Neuro-Oncology,2024 Oct 17,,,,TDRP
"Gianferante D, Mendez K, Cole S, Gadalla S, Alter B, Savage S, Giri N",,Genotype-phenotype associations in individuals with Diamond Blackfan anaemia,eJHaem,2024 Oct 16,,,,"OD, TDRP/CGB"
"Gianferante DM, Mendez KJW, Cole S, Gadalla SM, Alter BP, Savage SA, Giri N",,Genotype-phenotype associations in individuals with Diamond Blackfan anaemia.,EJHaem,2024 Dec,2024 Oct 16,39691264,PMC11647742,"OD, TDRP/CGB"
"Migueles JH, Cadenas-Sanchez C, Butera NM, Bassett DR, Wolff-Hughes DL, Schrack JA, Saint-Maurice PF, Shiroma EJ",,Development of an accelerometer age- and sex-specific approach based on population-standardized values for physical activity surveillance: A proof of concept.,J Sport Health Sci,2024 Oct 16,2024 Oct 16,39419307,,TDRP/MEB
"Sherman ME, Winham SJ, Vierkant RA, Mccauley BM, Scott CG, Schrup S, Gaudet MM, Troester MA, Pruthi S, Radisky DC, Degnim AC, Couch FJ, Bolla MK, Wang Q, Dennis J, Michailidou K, Guenel P, Truong T, Chang-Claude J, Obi N, Aronson KJ, Murphy R, Garcia-Closas M, Chanock S, Ahearn T, Yang X, Dunning AM, Mavaddat N, Pharoah PDP, Easton DF, Vachon CM",,Polygenic risk scores stratify breast cancer risk among women with benign breast disease.,J Natl Cancer Inst,2024 Oct 16,2024 Oct 16,39412492,,"OD, OD/LGS, TDRP, TDRP/ITEB"
"Bloom MW, Vo JB, Rodgers JE, Ferrari AM, Nohria A, Deswal A, Cheng RK, Kittleson MM, Upshaw JN, Palaskas N, Blaes A, Brown SA, Ky B, Lenihan D, Maurer MS, Fadol A, Skurka K, Cambareri C, Chauhan C, Barac A",,Cardio-Oncology and Heart Failure: a Scientific Statement From the Heart Failure Society of America.,J Card Fail,2025 Feb,2024 Oct 15,39419165,,TDRP/REB
"Bloom MW, Vo JB, Rodgers JE, Ferrari AM, Nohria A, Deswal A, Cheng RK, Kittleson MM, Upshaw JN, Palaskas N, Blaes A, Brown SA, Ky B, Lenihan D, Maurer MS, Fadol A, Skurka K, Cambareri C, Barac A",,Cardio-Oncology and Heart Failure: AL Amyloidosis for the Heart Failure Clinician: a Supplement to the Scientific Statement from the Heart Failure Society of America.,J Card Fail,2025 Feb,2024 Oct 15,39414560,,TDRP/REB
"MacFarland SP, Becktell K, Schneider KW, Kuiper RP, Lesmana H, Meade J, Nichols KE, Porter CC, Savage SA, Schultz KA, Scott H, States L, Tabori U, Tamura C, Tomlinson G, Zelley K, Durno C, Bauer A, Plon SE",,Pediatric Cancer Screening in Hereditary Gastrointestinal Cancer Risk Syndromes: An Update from the AACR Childhood Cancer Predisposition Working Group.,Clin Cancer Res,2024 Oct 15,,39190470,,"OD, TDRP/CGB"
"Denos M, Sun YQ, Brumpton BM, Li Y, Albanes D, Burnett-Hartman A, Campbell PT, Küry S, Li CI, White E, Samadder JN, Jenkins MA, Mai XM",,Sex hormones and risk of lung and colorectal cancers in women: a Mendelian randomization study.,Sci Rep,2024 Oct 12,2024 Oct 12,39396092,PMC11470916,TDRP/MEB
"Walsh KM, Price M, Raleigh DR, Calabrese E, Kruchko C, Barnholtz-Sloan JS, Ostrom QT",,Grade-stratified meningioma risk among individuals who are Non-Hispanic black and interactions with male sex.,J Natl Cancer Inst,2024 Oct 11,2024 Oct 11,39392420,,TDRP
"Hurwitz LM, Bailey-Whyte M, Daneshvar MA, Vocke CD, Custer J, Ryan BM, Ambs S, Pinto PA, Rossi EL",,Methylation-based immune deconvolution in prostate cancer patients before and after radical prostatectomy.,Cancer Causes Control,2024 Oct 10,2024 Oct 10,39390262,,TDRP/OEEB
"Ghosh R, Pfeiffer RM, Roberts S, Gierach GL, Dallal CM",,Adjuvant endocrine therapy and risk of contralateral breast cancer: a systematic review and meta-analysis of observational studies.,Cancer Causes Control,2024 Oct 9,2024 Oct 9,39382775,,"TDRP/BB, TDRP/ITEB, TDRP/MEB"
"Hu P, Prorok PC, Katki HA",,Design of randomized controlled trials to estimate cancer-mortality reductions from multicancer detection screening.,J Natl Cancer Inst,2024 Oct 9,2024 Oct 9,39383209,,TDRP/BB
"Volesky-Avellaneda KD, Pfeiffer RM, Shiels MS, Castenson D, Miller JM, Wang JH, Yu KJ, Avellaneda F, Massie AB, Segev DL, Israni AK, Snyder JJ, Engels EA",,The burden of COVID-19 mortality among solid organ transplant recipients in the United States.,Am J Transplant,2025 Mar,2024 Oct 9,39389313,,"TDRP/BB, TDRP/IIB"
"Watts EL, Moore SC, Abar L, Hong HG, Saint-Maurice PF, O'Connell C, Matthews CE, Loftfield E",,"Physical activity, metabolites, and breast cancer associations.",J Natl Cancer Inst,2024 Oct 9,2024 Oct 9,39383198,,"TDRP/BB, TDRP/MEB"
"Milder CM, Bellamy MB, Howard SC, Ellis ED, Golden AP, Cohen SS, Mumma MT, French B, Zablotska LB, Boice JD",,Mortality follow-up of Fernald Feed Materials Production Center workers exposed to uranium from 1951 to 1985.,Occup Environ Med,2024 Oct 8,2024 Oct 8,39147576,,TDRP/REB
Kitahara CM,,The growing global burden of thyroid cancer overdiagnosis.,Lancet Diabetes Endocrinol,2024 Nov,2024 Oct 7,39389068,,TDRP/REB
"Yang J, Zhang W, Albert PS, Liu A, Chen Z",,Combining Biomarkers to Improve Diagnostic Accuracy in Detecting Diseases With Group-Tested Data.,Stat Med,2024 Oct 7,2024 Oct 7,39375883,,TDRP/BB
"Zhu ZK, Jiang YY, Yang X, Wang CJ, Chen YX, Li ZX, Wang YJ, Jiang Y, Gu HQ",,"Clinical characteristics, in-hospital management, and outcomes among patients hospitalized for acute ischemic stroke in rural versus urban hospitals in China: A nationwide hospital-based study.",Int J Stroke,2024 Oct 7,2024 Oct 7,39268878,,TDRP/MEB
