row	Branches	BB	CGB	CGR	IIB	ITEB	LGS	LTG	MEB	OD	OEEB	REB	pmid_title
167	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:39290814 Cumulative Radiation Exposure and Lifetime Cancer Risk in Patients With Tetralogy of Fallot Requiring Early Intervention.;
168	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:39235826 Treatment outcomes following partial shave biopsy of atypical and malignant melanocytic tumors in pediatric patients.;
169	none	false	false	false	false	false	false	false	false	false	false	false	pmid:39243579 The intersection of race, ethnicity, and urbanicity on treatment paradigms and clinical outcomes for non-malignant primary tumors of the spine.;
170	BB,IIB	true	false	false	true	false	false	false	false	false	false	false	pmid:39182612 Cure models, survival probabilities, and solid organ transplantation for patients with colorectal cancer.;
171	CGB,ITEB,MEB	false	true	false	false	true	false	false	true	false	false	false	pmid:39235934 Understanding risk factors for endometrial cancer in young women.;
172	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:39244057 Per- and polyfluoroalkyl substances (PFAS) in drinking water in Southeast Los Angeles: Industrial legacy and environmental justice.;
173	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:39230434 MPPD: A User-Friendly Posture Deformation Program for Mesh-Type Computational Phantoms.;
174	ITEB	false	false	false	false	true	false	false	false	false	false	false	pmid:39281752 Analysis of more than 400,000 women provides case-control evidence for BRCA1 and BRCA2 variant classification.;
175	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:39222932 Accelerating progress to reduce the cancer burden through prevention and control in the United States.;
176	none	false	false	false	false	false	false	false	false	false	false	false	pmid:38879759 Multi-ancestry polygenic risk scores for venous thromboembolism.;
177	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:39287951 Excess Weight and Risk of Second Cancers Among Cancer Survivors-Sounding the Alarm on Future Trends.;
178	OD,LGS,BB,LTG,MEB,OEEB	true	false	false	false	false	true	true	true	true	true	false	pmid:38869494 Genome-Wide Analysis to Assess if Heavy Alcohol Consumption Modifies the Association between SNPs and Pancreatic Cancer Risk.;
179	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:38873722 Germline CDH1 Variants and Lifetime Cancer Risk.;
180	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:39221990 Occupational exposure to benzene and risk of non-Hodgkin lymphoma in an extended follow-up of two population-based prospective cohorts of Chinese men and women.;
181	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:39052303 Population-Based Incidence of Cervical Intraepithelial Neoplasia Across 14 Years of HPV Vaccination.;
182	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:39221498 Criteria for second generation comparator tests in validation of novel HPV DNA tests for use in cervical cancer screening.;
183	OD,LGS	false	false	false	false	false	true	false	false	true	false	false	pmid:39164499 Harnessing cancer genomes for precision oncology.;
184	BB,CGB	true	true	false	false	false	false	false	false	false	false	false	pmid:38830048 Primary human papillomavirus testing vs cotesting: clinical outcomes in populations with different disease prevalence.;
185	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:38713084 Recent and projected incidence trends and risk of anal cancer among people with HIV in North America.;
186	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:39179310 Evaluation of risk prediction models to select lung cancer screening participants in Europe: a prospective cohort consortium analysis.;
187	OD,CGB	false	true	false	false	false	false	false	false	true	false	false	pmid:39088209 Characterizing Lung Cancer in Li-Fraumeni Syndrome.;
188	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:37791499 Dietary biomarkers-an update on their validity and applicability in epidemiological studies.;
189	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:38970902 Longitudinal associations between urinary biomarkers of phthalates and replacements with novel in vivo measures of placental health.;
190	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:39229285 Association Between Antibodies That Bind Epstein-Barr Virus (EBV) gp350 and gH/gL and Shedding of EBV in Saliva From Nasopharyngeal Carcinoma Multiplex Family Members in Taiwan.;
191	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:39217205 Differing associations of PM(2.5) exposure with systolic and diastolic blood pressures across exposure durations in a predominantly non-Hispanic Black cohort.;
192	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:39213155 SARS-CoV-2 infection prior to vaccination amplifies Fc-mediated humoral profiles in an age-dependent manner.;
193	none	false	false	false	false	false	false	false	false	false	false	false	pmid:39220048 Predicting peritumoral glioblastoma infiltration and subsequent recurrence using deep-learning-based analysis of multi-parametric magnetic resonance imaging.;
194	BB,IIB,LTG	true	false	false	true	false	false	true	false	false	false	false	pmid:39216831 IFNL4 genotype and other personal characteristics to predict response to 8-week sofosbuvir-based treatment for chronic hepatitis C.;
195	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:39219504 Utilization of allogeneic hematopoietic stem cell transplantation among patients with newly diagnosed acute myeloid leukemia in California: a population-based linked dataset study.;
196	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:39137805 Impact of contrast agents on organ dosimetry in pediatric diagnostic fluoroscopy: the voiding cystourethrogram.;
197	none	false	false	false	false	false	false	false	false	false	false	false	pmid:39272844 Sex Difference in Disease-Related Adverse Events Post-Diagnosis of Lung Cancer Brain Metastases in Medicare Individuals ≥ 66 Years of Age.;
198	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:39280883 A surveillance study of cancer incidence and mortality among young adults in Costa Rica.;
199	none	false	false	false	false	false	false	false	false	false	false	false	pmid:39189966 Genetic risk, health-associated lifestyle, and risk of early-onset total cancer and breast cancer.;
200	BB,ITEB,MEB,OEEB	true	false	false	false	true	false	false	true	false	true	false	pmid:39226766 Carcinogenic industrial air pollution and postmenopausal breast cancer risk in the National Institutes of Health AARP Diet and Health Study.;
201	LTG,REB	false	false	false	false	false	false	true	false	false	false	true	pmid:39181747 A novel 3D-printed brachytherapy applicator and Monte Carlo model for the treatment of conjunctival tumors.;
202	none	false	false	false	false	false	false	false	false	false	false	false	pmid:39164213 Contemporary prognostic signatures and refined risk stratification of gliomas: An analysis of 4400 tumors.;
203	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:39168837 Inverse Probability Weighting to Estimate Impacts of Hypothetical Occupational Limits on Radon Exposure to Reduce Lung Cancer.;
204	none	false	false	false	false	false	false	false	false	false	false	false	pmid:39169220 Molecular classification to refine surgical and radiotherapeutic decision-making in meningioma.;
205	BB,CGB	true	true	false	false	false	false	false	false	false	false	false	pmid:39168836 Ovarian Cancer Risk Prediction - a Clinical Epidemiology Perspective.;
206	OEEB,ITEB,OD,LGS,CGR,MEB,BB	true	false	true	false	true	true	false	true	true	true	false	pmid:37961155 Genome-wide association study of prostate-specific antigen levels in 392,522 men identifies new loci and improves cross-ancestry prediction.;
207	BB,CGB	true	true	false	false	false	false	false	false	false	false	false	pmid:39159457 The Development and Performance of Alternative Criteria for Lung Cancer Screening.;
208	IIB,MEB	false	false	false	true	false	false	false	true	false	false	false	pmid:39154222 Aspirin but not statins is inversely related to gastric cancer with a duration-risk effect: Results from the Stomach Cancer Pooling Project Consortium.;
209	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:39152278 Evaluation of follow-up colposcopy procedures after abnormal cervical screening result across a statewide study in Mississippi.;
210	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:38955483 Exposure to fibres and risk of pleural mesothelioma in the Norwegian Offshore Petroleum Workers cohort.;
211	ITEB,REB	false	false	false	false	true	false	false	false	false	false	true	pmid:39148003 Endocrine therapy initiation among women diagnosed with ductal carcinoma in situ from 2001 to 2018.;
212	OD,CGB	false	true	false	false	false	false	false	false	true	false	false	pmid:39153274 Occupations and the risk of buccal mucosa cancer in Indian men: A multi-centre case-control study.;
213	OD,CGB	false	true	false	false	false	false	false	false	true	false	false	pmid:38860976 Clinical Updates and Surveillance Recommendations for DNA Replication Repair Deficiency Syndromes in Children and Young Adults.;
214	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:39371174 Daily steps are a predictor of, but perhaps not a modifiable risk factor for Parkinson's Disease: findings from the UK Biobank.;
215	BB,MEB	true	false	false	false	false	false	false	true	false	false	false	pmid:39180769 Disentangling discordant vitamin D associations with prostate cancer incidence and fatality in a large, nested case-control study.;
216	ITEB	false	false	false	false	true	false	false	false	false	false	false	pmid:39143063 Genome-wide large-scale multi-trait analysis characterizes global patterns of pleiotropy and unique trait-specific variants.;
217	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:39138799 Overall survival and cause-specific mortality in a hospital-based cohort of retinoblastoma patients in São Paulo, Brazil.;
218	BB,REB,CGB,IIB	true	true	false	true	false	false	false	false	false	false	true	pmid:38865710 Cumulative incidence estimates for solid tumors after HCT in the CIBMTR and California Cancer Registry.;
219	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:39147225 Expanded PAH analysis of household air pollution in a rural region of China with high lung cancer incidence.;
220	OD,CGR,LGS,ITEB,LTG,MEB,OEEB	false	false	true	false	true	true	true	true	true	true	false	pmid:39137781 Transcriptome- and proteome-wide association studies identify genes associated with renal cell carcinoma.;
